step_id,audience,route,screen_name,layout_family,desktop_reference_png,desktop_reference_html,mobile_reference_png,components_from_authoritative_matrix,required_states,visual_rule,success_evidence
S26,Operations,/automation/dead-letters,Dead letters,automation-runtime,references/15-automation-run.png,prototype/screens/15-automation-run.html,references/27-responsive-data-pattern.png,DeadLetterTable; ErrorClass; PolicyRecheck; ReplayPreview,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S26,Admin,/automation/emergency,Automation emergency control,automation-runtime,references/15-automation-run.png,prototype/screens/15-automation-run.html,references/27-responsive-data-pattern.png,KillSwitchBanner; ScopeSelector; ImpactSummary; ApprovalDialog,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S28,Staff,/onboarding,Onboarding queue,onboarding,references/16-onboarding-workspace.png,prototype/screens/16-onboarding-workspace.html,references/29-mobile-customer.png,CaseFilters; CaseTable; ProgressBar; BlockerBadges,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S28,Staff,/onboarding/{id},Onboarding workspace,onboarding,references/16-onboarding-workspace.png,prototype/screens/16-onboarding-workspace.html,references/29-mobile-customer.png,CaseHeader; MilestoneChecklist; DependencyView; CustomerRequests; Blockers; Timeline,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S28,Admin,/onboarding/templates,Onboarding templates,onboarding,references/16-onboarding-workspace.png,prototype/screens/16-onboarding-workspace.html,references/29-mobile-customer.png,TemplateTable; ProductMapping; VersionBadges,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S28,Admin,/onboarding/templates/{id},Onboarding template editor,onboarding,references/16-onboarding-workspace.png,prototype/screens/16-onboarding-workspace.html,references/29-mobile-customer.png,MilestoneEditor; DependencyGraph; RoleMapping; InputSchema; Simulation,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S29,Support,/support/tickets,Support ticket queue,support,references/17-support-ticket.png,prototype/screens/17-support-ticket.html,references/30-mobile-ticket.png,TicketFilters; SLAColumns; PriorityBadges; QueueClaim,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S29,Support,/support/tickets/{id},Ticket workspace,support,references/17-support-ticket.png,prototype/screens/17-support-ticket.html,references/30-mobile-ticket.png,TicketHeader; SLAClock; Conversation; InternalNotes; DiagnosisForm; KnowledgeSuggestions; Timeline,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S29,Manager,/support/queues,Support queue health,support,references/17-support-ticket.png,prototype/screens/17-support-ticket.html,references/30-mobile-ticket.png,QueueCards; AgingChart; ExceptionTable; AssignmentActions,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S29,Support,/support/incidents,Customer service incidents,support,references/17-support-ticket.png,prototype/screens/17-support-ticket.html,references/30-mobile-ticket.png,IncidentTable; ImpactSummary; UpdateCadence; AffectedCustomers,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S29,Support,/support/incidents/{id},Incident command center,support,references/17-support-ticket.png,prototype/screens/17-support-ticket.html,references/30-mobile-ticket.png,IncidentHeader; Timeline; UpdateComposer; CustomerList; Actions,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S29,Support,/support/knowledge,Knowledge library,support,references/17-support-ticket.png,prototype/screens/17-support-ticket.html,references/30-mobile-ticket.png,KnowledgeSearch; ArticleTable; VisibilityBadges,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S29,Support,/support/knowledge/{id},Knowledge article editor,support,references/17-support-ticket.png,prototype/screens/17-support-ticket.html,references/30-mobile-ticket.png,ArticleEditor; Visibility; VersionDiff; Approval,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S29,Admin,/support/sla,SLA policy administration,support,references/17-support-ticket.png,prototype/screens/17-support-ticket.html,references/30-mobile-ticket.png,PolicyTable; CalendarPreview; PriorityMatrix; BoundaryTestPanel,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S30,Staff,/feedback/surveys,Survey definitions,feedback-list-or-editor,references/18-feedback-recovery.png,prototype/screens/18-feedback-recovery.html,references/27-responsive-data-pattern.png,SurveyTable; PurposeBadges; VersionStatus,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S30,Staff,/feedback/surveys/{id},Survey editor,feedback-list-or-editor,references/18-feedback-recovery.png,prototype/screens/18-feedback-recovery.html,references/27-responsive-data-pattern.png,QuestionEditor; ScaleEditor; EligibilityRules; FatigueConfig; Preview,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S30,Staff,/feedback/requests,Feedback requests,feedback-list-or-editor,references/18-feedback-recovery.png,prototype/screens/18-feedback-recovery.html,references/27-responsive-data-pattern.png,RequestFilters; DeliveryState; FatigueReason,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S30,Staff,/feedback/responses,Feedback responses,feedback-recovery,references/18-feedback-recovery.png,prototype/screens/18-feedback-recovery.html,references/29-mobile-customer.png,ResponseFilters; ScoreBadges; ThemeEvidence; PrivacySuppression,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S30,Staff,/feedback/responses/{id},Feedback response detail,feedback-recovery,references/18-feedback-recovery.png,prototype/screens/18-feedback-recovery.html,references/29-mobile-customer.png,ResponseHeader; QuestionAnswers; ThemeReasons; RecoveryPanel,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S30,Manager,/feedback/recovery,Recovery queue,feedback-recovery,references/18-feedback-recovery.png,prototype/screens/18-feedback-recovery.html,references/29-mobile-customer.png,RecoveryTable; Severity; HoldState; Aging,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S30,Staff,/feedback/recovery/{id},Recovery workspace,feedback-recovery,references/18-feedback-recovery.png,prototype/screens/18-feedback-recovery.html,references/29-mobile-customer.png,RecoveryHeader; Evidence; ActionLog; OutcomeForm; HoldPanel,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S31,Success,/success,Customer success portfolio,customer-success,references/19-success-portfolio.png,prototype/screens/19-success-portfolio.html,references/29-mobile-customer.png,PortfolioFilters; HealthChange; RenewalWindow; RiskReasons; DueActions,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S31,Success,/success/health,Health overview,customer-success,references/19-success-portfolio.png,prototype/screens/19-success-portfolio.html,references/29-mobile-customer.png,HealthDistribution; ChangeTable; ReasonFilters,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S31,Success,/success/plans,Success plans,customer-success,references/19-success-portfolio.png,prototype/screens/19-success-portfolio.html,references/29-mobile-customer.png,PlanTable; ReviewDate; OutcomeState,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S31,Success,/success/plans/{id},Success plan workspace,customer-success,references/19-success-portfolio.png,prototype/screens/19-success-portfolio.html,references/29-mobile-customer.png,PlanHeader; OutcomeMilestones; Actions; Evidence; ReviewHistory,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S31,Success,/success/renewals,Renewal portfolio,customer-success,references/19-success-portfolio.png,prototype/screens/19-success-portfolio.html,references/29-mobile-customer.png,RenewalTable; MilestoneBadges; RiskBranch; ValueSummary,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S31,Success,/success/renewals/{id},Renewal workspace,customer-success,references/19-success-portfolio.png,prototype/screens/19-success-portfolio.html,references/29-mobile-customer.png,RenewalHeader; EvidenceChecklist; Timeline; DecisionForm,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S31,Success,/success/churn,Churn and win-back,customer-success,references/19-success-portfolio.png,prototype/screens/19-success-portfolio.html,references/29-mobile-customer.png,ChurnTable; ReasonDistribution; EligibilityBadges,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S31,Success,/success/advocacy,Advocacy suggestions,customer-success,references/19-success-portfolio.png,prototype/screens/19-success-portfolio.html,references/29-mobile-customer.png,SuggestionTable; EvidenceReasons; FatigueState,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S35,Staff,/intelligence/predictions,Recommendations,intelligence,references/20-ai-prediction.png,prototype/screens/20-ai-prediction.html,references/29-mobile-customer.png,PredictionFilters; ExplanationCards; AbstainBadges,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S35,Staff,/intelligence/predictions/{id},Prediction explanation,intelligence,references/20-ai-prediction.png,prototype/screens/20-ai-prediction.html,references/29-mobile-customer.png,PredictionHeader; ReasonList; EvidenceLinks; MissingFeatures; FeedbackForm,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S35,Admin,/intelligence/models,Model registry,intelligence,references/20-ai-prediction.png,prototype/screens/20-ai-prediction.html,references/29-mobile-customer.png,ModelTable; TierBadges; ReviewWarnings,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S35,Admin,/intelligence/models/{id},Model card and versions,intelligence,references/20-ai-prediction.png,prototype/screens/20-ai-prediction.html,references/29-mobile-customer.png,ModelCard; VersionList; EvaluationCharts; ArtifactHash; PromotionPanel,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S35,Admin,/intelligence/training,Training runs,intelligence,references/20-ai-prediction.png,prototype/screens/20-ai-prediction.html,references/29-mobile-customer.png,TrainingTable; DatasetWindow; Checkpoints; Metrics,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S35,Admin,/intelligence/drift,Model monitoring,intelligence,references/20-ai-prediction.png,prototype/screens/20-ai-prediction.html,references/29-mobile-customer.png,DriftCharts; Thresholds; SegmentTable; IncidentLinks,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S33,Staff,/reports,Reports home,reporting,references/21-reports-dashboard.png,prototype/screens/21-reports-dashboard.html,references/27-responsive-data-pattern.png,ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S33,Staff,/reports/sales,Sales reporting,reporting,references/21-reports-dashboard.png,prototype/screens/21-reports-dashboard.html,references/27-responsive-data-pattern.png,ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S33,Staff,/reports/support,Support reporting,reporting,references/21-reports-dashboard.png,prototype/screens/21-reports-dashboard.html,references/27-responsive-data-pattern.png,ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S33,Staff,/reports/onboarding,Onboarding reporting,reporting,references/21-reports-dashboard.png,prototype/screens/21-reports-dashboard.html,references/27-responsive-data-pattern.png,ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S33,Staff,/reports/success,Success reporting,reporting,references/21-reports-dashboard.png,prototype/screens/21-reports-dashboard.html,references/27-responsive-data-pattern.png,ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S33,Staff,/reports/feedback,Feedback reporting,reporting,references/21-reports-dashboard.png,prototype/screens/21-reports-dashboard.html,references/27-responsive-data-pattern.png,ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S33,Staff,/reports/automation,Automation reporting,reporting,references/21-reports-dashboard.png,prototype/screens/21-reports-dashboard.html,references/27-responsive-data-pattern.png,ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S33,Staff,/reports/data-quality,Data-quality reporting,reporting,references/21-reports-dashboard.png,prototype/screens/21-reports-dashboard.html,references/27-responsive-data-pattern.png,ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S33,Staff,/reports/system-health,System-health reporting,reporting,references/21-reports-dashboard.png,prototype/screens/21-reports-dashboard.html,references/27-responsive-data-pattern.png,ReportFilters; MetricDefinitionLink; KPIBlocks; AccessibleChart; DrilldownTable; ExportButton,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S34,Operations,/data/imports,Import batches,data-operations,references/21-reports-dashboard.png,prototype/screens/21-reports-dashboard.html,references/27-responsive-data-pattern.png,ImportTable; Upload; MappingEditor; ValidationSummary; DuplicatePreview; Progress,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S33,Staff,/data/exports,Export jobs,reporting,references/21-reports-dashboard.png,prototype/screens/21-reports-dashboard.html,references/27-responsive-data-pattern.png,ExportTable; DatasetPicker; FieldPolicyPreview; StepUp; Progress,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S09,Admin,/admin/users,Users and invitations,identity-admin,references/22-admin-users.png,prototype/screens/22-admin-users.html,references/27-responsive-data-pattern.png,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S09,Admin,/admin/roles,Roles and grants,identity-admin,references/22-admin-users.png,prototype/screens/22-admin-users.html,references/27-responsive-data-pattern.png,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S09,Admin,/admin/teams,"Teams, queues and delegation",identity-admin,references/22-admin-users.png,prototype/screens/22-admin-users.html,references/27-responsive-data-pattern.png,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S12,Admin,/admin/configuration,Configuration versions,governed-admin,references/22-admin-users.png,prototype/screens/22-admin-users.html,references/27-responsive-data-pattern.png,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S12,Admin,/admin/policies,Business and policy settings,governed-admin,references/22-admin-users.png,prototype/screens/22-admin-users.html,references/27-responsive-data-pattern.png,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S12,Admin,/admin/custom-fields,Custom fields,governed-admin,references/22-admin-users.png,prototype/screens/22-admin-users.html,references/27-responsive-data-pattern.png,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S12,Admin,/admin/tags,Governed tags,governed-admin,references/22-admin-users.png,prototype/screens/22-admin-users.html,references/27-responsive-data-pattern.png,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S34,Admin,/admin/privacy,Privacy cases,governed-admin,references/22-admin-users.png,prototype/screens/22-admin-users.html,references/27-responsive-data-pattern.png,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S34,Admin,/admin/legal-holds,Legal holds,governed-admin,references/22-admin-users.png,prototype/screens/22-admin-users.html,references/27-responsive-data-pattern.png,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S34,Admin,/admin/retention,Retention and archives,governed-admin,references/22-admin-users.png,prototype/screens/22-admin-users.html,references/27-responsive-data-pattern.png,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S10,Admin,/admin/audit,Audit evidence,governed-admin,references/22-admin-users.png,prototype/screens/22-admin-users.html,references/27-responsive-data-pattern.png,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S42,Admin,/admin/releases,Releases and maintenance,operations-admin,references/23-system-health.png,prototype/screens/23-system-health.html,references/27-responsive-data-pattern.png,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S37,Admin,/admin/backups,Backups and restore drills,operations-admin,references/23-system-health.png,prototype/screens/23-system-health.html,references/27-responsive-data-pattern.png,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
S36,Admin,/admin/health,Operations health,operations-admin,references/23-system-health.png,prototype/screens/23-system-health.html,references/27-responsive-data-pattern.png,AdminHeader; FilterTable; VersionDiff; EvidenceDrawer; ApprovalDialog; AuditTrail,default; loading; empty; validation; permission; dependency failure; conflict when mutable,"Do not invent a new visual language. Reuse the referenced layout family, design tokens and component catalogue; adapt only content and domain-specific fields.","Desktop + 360px screenshot, keyboard pass, 200% zoom pass, route authorization tests, and visual review against reference."
