step_id,domain,service,responsibility,inputs,outputs,tables,transaction_boundary,events_and_jobs,authorization_policy,failure_handling,tests,success_criteria
S17,crm,DataQualityService,"Evaluate lifecycle-specific completeness, invalid/stale/orphan rules and create actionable issues.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"data quality projections, organizations, contacts and operational tables","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S34,governance,PrivacyCaseService,Coordinate access/correction/restriction/deletion/objection/portability evidence and approvals.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"privacy_cases, export_jobs, retention_runs","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S34,governance,LegalHoldService,Create scoped retention override and force archive/purge jobs to skip held records.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"legal_holds, retention_runs","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S18,activities,TaskService,"Create, update, complete, cancel, delegate and policy-snooze owned obligations with structured outcomes.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"tasks, task_events, work_queue_items","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S18,activities,RecurrenceService,Expand bounded future task occurrences with DST/month-end-safe rules and distinct skip/completion.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"tasks, task_events, scheduled_jobs","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S18,activities,ActivityService,"Log calls, meetings and assisted channels with meaningful interaction and next step.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"activities, timeline_events","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S18,activities,WorkQueueService,"Project and transparently rank tasks, replies, approvals, SLA exceptions, recovery and automation failures.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,work_queue_items and source tables,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S18,activities,ClaimService,Atomically claim/release shared queue work without double ownership.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"work_queue_items, queue_memberships","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S18,work,ApprovalService,"Create immutable request snapshots, invalidate stale requests and record four-eyes decisions.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"approval_requests, approval_decisions","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S18,activities,NotificationService,"Deduplicate, deliver and acknowledge permission-aware staff notifications.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,notifications,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S18,activities,EscalationService,"Create/update one escalation per logical breach with owner, elapsed time and required decision.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"tasks, work_queue_items, notifications, domain_events","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S19,sales,LeadIntakeService,"Validate every source adapter through one intake path, dedupe, assign, start SLA and emit one accepted event.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"leads, lead_source_events, contact_points, domain_events","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S19,sales,AssignmentEngine,Evaluate versioned deterministic/capacity round-robin rules and skip unavailable staff.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"assignment_rule_versions, users, queue_memberships, leads","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S19,sales,LeadSlaService,Calculate source/priority first-response deadlines and stop only on meaningful human response.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"leads, business_calendars, sla_policies, activities, email_messages","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S19,sales,QualificationService,Create structured need/fit/stakeholder/budget/timing snapshots and enforce transition evidence.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"qualification_snapshots, leads","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S19,sales,LeadTransitionService,"Apply allowed lead state machine, owner/action invariant and exit behavior.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"leads, domain_events, timeline_events","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S19,sales,LeadConversionService,"Atomically link/create organization, contact and opportunity while preserving lead/source history.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"leads, organizations, contacts, contact_organizations, opportunities","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S19,sales,LeadScoringService,Produce rules-first fit/completeness/freshness/engagement score with reasons and abstention.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"leads, predictions, prediction_reasons","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S20,sales,PipelineService,"Manage immutable pipeline versions, stages, transition matrix, exit evidence and SLA.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"pipelines, pipeline_versions, pipeline_stages","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S20,sales,OpportunityService,"Create/update value, currency, close date, forecast source, owner/action, stakeholders and lines.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"opportunities, opportunity_contacts, opportunity_lines","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S20,sales,OpportunityTransitionService,Validate stage evidence and append effective history including backward-move reason.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"opportunities, opportunity_stage_events, domain_events","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S20,sales,OpportunityRiskService,"Calculate deterministic risk from staleness, stakeholders, dates, quote, objections and service signals.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"opportunities, quotes, tickets, feedback_responses, predictions","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S20,sales,ProductCatalogueService,"Govern effective-dated products, codes, pricing guidance and onboarding mappings.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,product_services,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S20,sales,ExchangeRateService,Store authorized deterministic rates and sources; never call live external rate API.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,exchange_rates,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S21,sales,QuoteService,"Create versioned drafts and immutable issued snapshots with exact totals, terms and checksum.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"quotes, quote_versions, quote_lines","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S21,sales,QuoteApprovalService,Route threshold/exception approvals and prohibit self-approval where four-eyes applies.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"approval_requests, approval_decisions, quote_versions","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S21,sales,QuoteIssueService,"Freeze approved version, generate private document, create guarded delivery draft and record delivery evidence.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"quote_versions, file_assets, outbox_messages","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S21,sales,WonHandoffService,"Atomically freeze won facts and create exactly one onboarding, success profile and renewal chain.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"opportunities, onboarding_cases, customer_success_profiles, renewals, domain_events","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S21,sales,OpportunityOutcomeService,"Record lost/no-decision evidence, stop incompatible workflows and preserve learning labels.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"opportunities, opportunity_stage_events, outcome_labels","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S22,messaging,EmailAccountService,"Manage approved SMTP/IMAP mailbox metadata, secret references, purpose and health tests.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"email_accounts, system_metrics","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S22,messaging,TemplateService,Manage purpose-classified template families and immutable reviewed versions with typed variable allowlist.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"templates, template_versions","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S22,messaging,MessageBlockService,Manage approved greeting/context/answer/next-step/signature blocks for controlled assembly.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,message_blocks,"Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S22,messaging,DraftService,"Assemble and edit drafts, preserve source blocks, render plain/HTML and invalidate stale approvals.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"email_messages, templates, template_versions, message_blocks, approval_requests","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S23,messaging,CommunicationPolicyEngine,"Evaluate legal/security, DNC, bounce, unsubscribe, recovery, reply, severity, quiet hours, caps, duplicate objective and approval in fixed precedence.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"consent_preferences, suppression_entries, communication_ledger, tickets, recovery_cases","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S23,messaging,OutboxService,"Create immutable send intent in business transaction, claim by priority, final-guard at send time and preserve idempotency.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"outbox_messages, delivery_events, communication_ledger","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S23,messaging,SmtpTransportService,"Render MIME safely, validate headers/sender/attachments, hand off once and classify confirmed/transient/permanent/ambiguous outcomes.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"outbox_messages, delivery_events, email_messages","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S24,messaging,ImapIngestionService,"Poll bounded UIDs, parse untrusted MIME defensively, dedupe and create committed inbound message events.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"email_accounts, email_messages, message_recipients, message_attachments, domain_events","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S24,messaging,ThreadingService,"Match by Message-ID/In-Reply-To/References/reply token, bounded fallback confidence and human review.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"email_threads, email_messages","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S24,messaging,ReplyStopService,Cancel or exit future generic actions immediately after a matched meaningful reply.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"domain_events, workflow_runs, scheduled_jobs, outbox_messages","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S23,messaging,BounceService,"Classify DSN/bounce/complaint, suppress hard failures, bound soft retries and create review for ambiguity.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"delivery_events, suppression_entries, contact_points","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S15,messaging,UnsubscribeService,Verify signed purpose link and append preference withdrawal before any subsequent claim.,Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"consent_preferences, suppression_entries","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
S24,messaging,InboundAttachmentService,"Quarantine logically, validate type/signature/size, store privately and block inline active content.",Validated command + actor context + expected version,Typed result + changed public ID/version + domain event IDs + correlation ID,"message_attachments, file_assets","Owns one short transaction for current state, append-only history, audit and durable event/outbox intent.",Emits typed domain events; schedules bounded jobs only after durable intent exists.,"Calls central capability, record-scope, field and contextual policy before mutation or disclosure.",Raises typed validation/policy/conflict errors; rolls back atomically; classifies retryable external work; never hides partial results.,Unit boundary/invalid cases; MySQL/MariaDB integration; authorization; concurrency/idempotency; failure injection.,"One authoritative implementation path is shared by HTML, API, imports and jobs; invariants cannot be bypassed; evidence is reproducible."
