method,path,tag,operation_id,summary,auth,success,if_match,idempotency_key,async_job,query_parameters,notes,step_id,p95_ms,p99_ms,max_db_queries,max_request_kb,max_response_kb,max_page_size,example_query_string,query_plan,required_indexes,cache_policy,request_example,response_example,required_headers,expected_errors,success_criteria,request_media_type,response_media_type,transaction_timeout_ms,rate_limit_policy
POST,/automation-versions/{id}/validate,Automation,postAutomationVersionsIdValidate,"Validate graph, fields, dependencies, limits and permissions",staff,200,False,False,False,,,S25,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM validates with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""mode"":""ACTIVATION"",""include_dependency_analysis"":true}","{""data"":{""type"":""workflow-validation"",""id"":""01K2VALIDAT0000000000000000"",""version"":8,""attributes"":{""valid"":true,""errors"":[],""warnings"":[],""step_count"":12,""maximum_depth"":4,""acyclic"":true,""dependencies_resolved"":true}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001""}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | Content-Type: application/json,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",application/json,application/json,5000,staff per-session plus global resource guard
GET,/domain-events,Automation,getDomainEvents,List committed domain events for diagnostics,staff,200,False,False,False,"Cursor,Limit,Sort,Filter",,S25,1500,3200,18,16,512,100,?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at&filter[state]=OPEN,"SELECT allowlisted list columns FROM domain_events WHERE actor_scope_predicate AND active_predicate AND (updated_at, public_id) < (?, ?) ORDER BY updated_at DESC, public_id DESC LIMIT 26; batch-load only requested allowlisted relationships.","UNIQUE(public_id); INDEX(state, updated_at, public_id); INDEX(updated_at, public_id)","private, no-store",,"{""data"":[{""type"":""domain-event"",""id"":""01K2DOMAINEV00000000000000"",""version"":7,""attributes"":{""state"":""ACTIVE"",""name"":""Domain Event""}}],""links"":{""self"":""/api/v1/domain-events?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at&filter[state]=OPEN"",""next"":""/api/v1/domain-events?page[after]=01K2NEXT00000000000000000&page[size]=25""},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""page_size"":25,""has_more"":true}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1500 ms and p99 ≤3200 ms on the representative mixed workload, uses ≤18 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
DELETE,/automation/emergency-stop,Automation,clearEmergencyStop,Clear emergency stop after step-up and approval,staff,204,False,True,False,,,S26,1800,3500,22,16,512,0,,"BEGIN; SELECT target rows FROM approval_requests with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.","UNIQUE(public_id); INDEX(state, reviewer_id, due_at, public_id); INDEX(target_type, target_id, state)","private, no-store","{""reason_code"":""ADMIN_RETIRE"",""comment"":""Reviewed and approved.""}",,Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | Idempotency-Key: <UUID>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect. Reusing the same key and identical request returns the original logical result; key reuse with different content returns 409.",application/json,none,5000,staff per-session plus global resource guard
POST,/automation/emergency-stop,Automation,activateEmergencyStop,Stop new automated external effects within one cron interval,staff,200,False,True,False,,,S26,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM emergency_stops with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""data"":{""type"":""emergency-stop"",""attributes"":{""state"":""ACTIVE"",""name"":""Emergency Stop""}}}","{""data"":{""type"":""emergency-stop"",""id"":""01K2EMERGENC00000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Emergency Stop"",""last_action"":""EMERGENCY_STOP"",""updated_at"":""2026-07-14T08:00:01Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | Idempotency-Key: <UUID> | Content-Type: application/json,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect. Reusing the same key and identical request returns the original logical result; key reuse with different content returns 409.",application/json,application/json,5000,staff per-session plus global resource guard
GET,/command-runs,Automation,getCommandRuns,List durable scheduled-command execution records,staff,200,False,False,False,"Cursor,Limit,Sort,Filter",,S26,1500,3200,18,16,512,100,?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at&filter[state]=OPEN,"SELECT allowlisted list columns FROM command_runs WHERE actor_scope_predicate AND active_predicate AND (updated_at, public_id) < (?, ?) ORDER BY updated_at DESC, public_id DESC LIMIT 26; batch-load only requested allowlisted relationships.","UNIQUE(public_id); INDEX(state, updated_at, public_id); INDEX(updated_at, public_id)","private, no-store",,"{""data"":[{""type"":""command-run"",""id"":""01K2COMMANDR00000000000000"",""version"":7,""attributes"":{""state"":""ACTIVE"",""name"":""Command Run""}}],""links"":{""self"":""/api/v1/command-runs?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at&filter[state]=OPEN"",""next"":""/api/v1/command-runs?page[after]=01K2NEXT00000000000000000&page[size]=25""},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""page_size"":25,""has_more"":true}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1500 ms and p99 ≤3200 ms on the representative mixed workload, uses ≤18 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
GET,/dead-letters,Automation,getDeadLetters,List dead-letter record records,staff,200,False,False,False,"Cursor,Limit,Sort,Filter,Fields,Include",,S26,1500,3200,18,16,512,100,?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at&filter[state]=OPEN,"SELECT allowlisted list columns FROM dead_letters WHERE actor_scope_predicate AND active_predicate AND (updated_at, public_id) < (?, ?) ORDER BY updated_at DESC, public_id DESC LIMIT 26; batch-load only requested allowlisted relationships.","UNIQUE(public_id); INDEX(state, updated_at, public_id); INDEX(updated_at, public_id)","private, no-store",,"{""data"":[{""type"":""dead-letter"",""id"":""01K2DEADLETT00000000000000"",""version"":7,""attributes"":{""state"":""ACTIVE"",""name"":""Dead Letter""}}],""links"":{""self"":""/api/v1/dead-letters?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at&filter[state]=OPEN"",""next"":""/api/v1/dead-letters?page[after]=01K2NEXT00000000000000000&page[size]=25""},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""page_size"":25,""has_more"":true}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1500 ms and p99 ≤3200 ms on the representative mixed workload, uses ≤18 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
GET,/dead-letters/{id},Automation,getDeadLettersId,Get one dead-letter record,staff,200,False,False,False,"Fields,Include",,S26,1200,2800,25,16,512,0,"?fields[dead-letter]=id,state,owner_id,updated_at&include=owner",SELECT the authorized dead-letter by public_id with actor scope in the same query; join current owner/state only; prefetch bounded child collections requested by include; return 404 before unrestricted data is materialized.,UNIQUE(public_id),"private, no-store",,"{""data"":{""type"":""dead-letter"",""id"":""01K2DEADLETT00000000000000"",""version"":8,""attributes"":{""state"":""ACTIVE"",""name"":""Dead Letter""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1200 ms and p99 ≤2800 ms on the representative mixed workload, uses ≤25 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
POST,/dead-letters/{id}/replay,Automation,postDeadLettersIdReplay,"Replay terminal work after current policy, permission and idempotency checks",staff,201,False,True,False,,,S26,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM replays with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""data"":{""type"":""command"",""attributes"":{""reason_code"":""APPROVED_OPERATION"",""comment"":""Evidence reviewed."",""repair_note"":""Mailbox credentials restored."",""recheck_current_policy"":true}}}","{""data"":{""type"":""dead-letter-replay"",""id"":""01K2JOB000000000000000001"",""attributes"":{""state"":""QUEUED"",""submitted_at"":""2026-07-14T08:00:00Z"",""status_url"":""/api/v1/jobs/01K2JOB000000000000000001""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001""}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | Idempotency-Key: <UUID> | Content-Type: application/json,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect. Reusing the same key and identical request returns the original logical result; key reuse with different content returns 409.",application/json,application/json,5000,staff per-session plus global resource guard
POST,/dead-letters/{id}/resolve,Automation,postDeadLettersIdResolve,Resolve dead letter without replay and record repair evidence,staff,200,True,True,False,,,S26,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM resolves with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.",UNIQUE(public_id),"private, no-store","{""data"":{""type"":""command"",""attributes"":{""reason_code"":""APPROVED_OPERATION"",""comment"":""Evidence reviewed."",""expected_version"":7}}}","{""data"":{""type"":""resolve"",""id"":""01K2RESOLVE000000000000000"",""version"":8,""attributes"":{""state"":""RESOLVED"",""name"":""Resolve"",""last_action"":""RESOLVE"",""updated_at"":""2026-07-14T08:00:01Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}","Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | If-Match: ""v7"" | Idempotency-Key: <UUID> | Content-Type: application/json",400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 412 stale If-Match; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect. Reusing the same key and identical request returns the original logical result; key reuse with different content returns 409.",application/json,application/json,5000,staff per-session plus global resource guard
GET,/scheduled-jobs,Automation,listScheduledJobs,List scheduled-jobs,staff,200,False,False,False,"Cursor,Limit,Sort,Filter,Fields,Include",,S26,1500,3200,18,16,512,100,?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at&filter[state]=OPEN,"SELECT allowlisted list columns FROM scheduled_jobs WHERE actor_scope_predicate AND active_predicate AND (updated_at, public_id) < (?, ?) ORDER BY updated_at DESC, public_id DESC LIMIT 26; batch-load only requested allowlisted relationships.","UNIQUE(public_id); UNIQUE(idempotency_key); INDEX(state, next_retry_at, scheduled_at, public_id); INDEX(lease_expires_at, state)","private, no-store",,"{""data"":[{""type"":""scheduled-job"",""id"":""01K2SCHEDULE00000000000000"",""version"":7,""attributes"":{""state"":""PENDING"",""action_type"":""SEND_APPROVED_EMAIL"",""scheduled_at"":""2026-07-16T08:00:00Z"",""attempt_count"":0,""next_retry_at"":null}}],""links"":{""self"":""/api/v1/scheduled-jobs?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at&filter[state]=OPEN"",""next"":""/api/v1/scheduled-jobs?page[after]=01K2NEXT00000000000000000&page[size]=25""},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""page_size"":25,""has_more"":true}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1500 ms and p99 ≤3200 ms on the representative mixed workload, uses ≤18 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
GET,/scheduled-jobs/{id},Automation,getScheduledJobs,Get one scheduled job,staff,200,False,False,False,"Fields,Include",,S26,1200,2800,25,16,512,0,"?fields[scheduled-job]=id,state,owner_id,updated_at&include=owner",SELECT the authorized scheduled-job by public_id with actor scope in the same query; join current owner/state only; prefetch bounded child collections requested by include; return 404 before unrestricted data is materialized.,"UNIQUE(public_id); UNIQUE(idempotency_key); INDEX(state, next_retry_at, scheduled_at, public_id); INDEX(lease_expires_at, state)","private, no-store",,"{""data"":{""type"":""scheduled-job"",""id"":""01K2SCHEDULE00000000000000"",""version"":8,""attributes"":{""state"":""PENDING"",""action_type"":""SEND_APPROVED_EMAIL"",""scheduled_at"":""2026-07-16T08:00:00Z"",""attempt_count"":0,""next_retry_at"":null}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1200 ms and p99 ≤2800 ms on the representative mixed workload, uses ≤25 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
POST,/scheduled-jobs/{id}/cancel,Automation,postScheduledJobsIdCancel,Cancel a pending or retry-wait job,staff,200,True,True,False,,,S26,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM scheduled_jobs with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.","UNIQUE(public_id); UNIQUE(idempotency_key); INDEX(state, next_retry_at, scheduled_at, public_id); INDEX(lease_expires_at, state)","private, no-store","{""data"":{""type"":""command"",""attributes"":{""reason_code"":""APPROVED_OPERATION"",""comment"":""Evidence reviewed."",""expected_version"":7}}}","{""data"":{""type"":""scheduled-job"",""id"":""01K2SCHEDULE00000000000000"",""version"":8,""attributes"":{""state"":""CANCELLED"",""action_type"":""SEND_APPROVED_EMAIL"",""scheduled_at"":""2026-07-16T08:00:00Z"",""attempt_count"":0,""next_retry_at"":null,""last_action"":""CANCEL"",""updated_at"":""2026-07-14T08:00:01Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}","Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | If-Match: ""v7"" | Idempotency-Key: <UUID> | Content-Type: application/json",400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 412 stale If-Match; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect. Reusing the same key and identical request returns the original logical result; key reuse with different content returns 409.",application/json,application/json,5000,staff per-session plus global resource guard
POST,/scheduled-jobs/{id}/replay,Automation,replayScheduledJob,Replay dead-lettered work after current policy guard,staff,202,True,True,False,,,S26,1200,2500,12,1024,512,0,,"BEGIN; SELECT target rows FROM scheduled_jobs with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.","UNIQUE(public_id); UNIQUE(idempotency_key); INDEX(state, next_retry_at, scheduled_at, public_id); INDEX(lease_expires_at, state)","private, no-store","{""data"":{""type"":""command"",""attributes"":{""reason_code"":""APPROVED_OPERATION"",""comment"":""Evidence reviewed."",""expected_version"":7}}}","{""data"":{""type"":""job"",""id"":""01K2JOB000000000000000001"",""attributes"":{""state"":""QUEUED"",""submitted_at"":""2026-07-14T08:00:00Z"",""status_url"":""/api/v1/jobs/01K2JOB000000000000000001""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001""}}","Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | If-Match: ""v7"" | Idempotency-Key: <UUID> | Content-Type: application/json",400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 412 stale If-Match; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1200 ms and p99 ≤2500 ms on the representative mixed workload, uses ≤12 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect. Reusing the same key and identical request returns the original logical result; key reuse with different content returns 409.",application/json,application/json,5000,staff per-session plus global resource guard
GET,/workflow-runs,Automation,listWorkflowRuns,List workflow-runs,staff,200,False,False,False,"Cursor,Limit,Sort,Filter,Fields,Include",,S26,1500,3200,18,16,512,100,?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at&filter[state]=OPEN,"SELECT allowlisted list columns FROM workflow_runs WHERE actor_scope_predicate AND active_predicate AND (updated_at, public_id) < (?, ?) ORDER BY updated_at DESC, public_id DESC LIMIT 26; batch-load only requested allowlisted relationships.","UNIQUE(public_id); UNIQUE(enrollment_key); INDEX(state, next_job_at, public_id); INDEX(subject_type, subject_id, state)","private, no-store",,"{""data"":[{""type"":""workflow-run"",""id"":""01K2WORKFLOW00000000000000"",""version"":7,""attributes"":{""state"":""WAITING"",""current_step"":""WAIT_2_BUSINESS_DAYS"",""subject_type"":""lead"",""subject_id"":""01K2LEAD000000000000000001"",""next_job_at"":""2026-07-16T08:00:00Z""}}],""links"":{""self"":""/api/v1/workflow-runs?page[after]=01K2CURSOR0000000000000000&page[size]=25&sort=-updated_at&filter[state]=OPEN"",""next"":""/api/v1/workflow-runs?page[after]=01K2NEXT00000000000000000&page[size]=25""},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""page_size"":25,""has_more"":true}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1500 ms and p99 ≤3200 ms on the representative mixed workload, uses ≤18 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
POST,/workflow-runs,Automation,createWorkflowRuns,Create a workflow run,staff,201,False,True,False,,,S26,1800,3500,22,1024,512,0,,"BEGIN; SELECT target rows FROM workflow_runs with actor scope and FOR UPDATE when concurrency matters; verify If-Match/idempotency/capability/state/policy; write current state, append-only history, audit and domain event/outbox intent; COMMIT before any external effect.","UNIQUE(public_id); UNIQUE(enrollment_key); INDEX(state, next_job_at, public_id); INDEX(subject_type, subject_id, state)","private, no-store","{""data"":{""type"":""workflow-run"",""attributes"":{""state"":""WAITING"",""current_step"":""WAIT_2_BUSINESS_DAYS"",""subject_type"":""lead"",""subject_id"":""01K2LEAD000000000000000001"",""next_job_at"":""2026-07-16T08:00:00Z""}}}","{""data"":{""type"":""workflow-run"",""id"":""01K2WORKFLOW00000000000000"",""version"":8,""attributes"":{""state"":""WAITING"",""current_step"":""WAIT_2_BUSINESS_DAYS"",""subject_type"":""lead"",""subject_id"":""01K2LEAD000000000000000001"",""next_job_at"":""2026-07-16T08:00:00Z"",""last_action"":""WORKFLOW_RUNS"",""updated_at"":""2026-07-14T08:00:01Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque> | X-CSRFToken: <token> | Idempotency-Key: <UUID> | Content-Type: application/json,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 409 state/uniqueness/idempotency conflict; 413 payload/content too large; 422 validation/policy; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1800 ms and p99 ≤3500 ms on the representative mixed workload, uses ≤22 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect. Reusing the same key and identical request returns the original logical result; key reuse with different content returns 409.",application/json,application/json,5000,staff per-session plus global resource guard
GET,/workflow-runs/{id},Automation,getWorkflowRuns,Get one workflow run,staff,200,False,False,False,"Fields,Include",,S26,1200,2800,25,16,512,0,"?fields[workflow-run]=id,state,owner_id,updated_at&include=owner",SELECT the authorized workflow-run by public_id with actor scope in the same query; join current owner/state only; prefetch bounded child collections requested by include; return 404 before unrestricted data is materialized.,"UNIQUE(public_id); UNIQUE(enrollment_key); INDEX(state, next_job_at, public_id); INDEX(subject_type, subject_id, state)","private, no-store",,"{""data"":{""type"":""workflow-run"",""id"":""01K2WORKFLOW00000000000000"",""version"":8,""attributes"":{""state"":""WAITING"",""current_step"":""WAIT_2_BUSINESS_DAYS"",""subject_type"":""lead"",""subject_id"":""01K2LEAD000000000000000001"",""next_job_at"":""2026-07-16T08:00:00Z""}},""meta"":{""request_id"":""01K2REQ0000000000000000001"",""correlation_id"":""01K2CORR00000000000000001"",""domain_event_ids"":[""01K2EVENT00000000000000001""]}}",Accept: application/json | X-Correlation-ID: <ULID> | Cookie: sessionid=<opaque>,400 malformed; 401 unauthenticated; 403 forbidden; 404 not visible/not found; 429 rate limit/resource guard; 503 dependency/resource degraded,"Authorized request meets p95 ≤1200 ms and p99 ≤2800 ms on the representative mixed workload, uses ≤25 SQL statements, respects the request/response/page bounds, and preserves authorization before loading data. The stated domain transition/result is persisted with audit and correlation evidence; negative, stale, duplicate-event and resource-degradation cases fail safely without record/count leakage or uncontrolled customer effect.",none,application/json,2500,staff per-session plus global resource guard
