build_step,requirement_id,group,owner,module,acceptance_method,requirement,acceptance_evidence_required,s00_evidence_target,implementation_gate,source_register_status,s00_status
S00,NFR-008,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Search shall return first page p95 ≤2 seconds at capacity envelope.,Search performance suite.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-009,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Due jobs shall normally begin within one configured cron interval plus two minutes.,Job-latency dashboard and test.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-010,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,A cron command shall process at most 50 jobs or 40 seconds by default.,Runner timing and interruption tests.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-011,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Database locks held by worker operations shall be short and bounded.,Slow-query/lock review on load test.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-012,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Application steady-state memory target shall remain ≤512 MB per process/job for representative operations.,Process memory measurements.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-013,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Normal page transfer shall remain ≤1.5 MB compressed excluding explicit downloads.,Browser network audit.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-014,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"The application availability objective is 99.5% during periods when Truehost hosting, DNS, database and mail are available.",Monthly internal availability report and incident reconciliation.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-015,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Critical domain operations shall be atomic and idempotent.,Crash/failure-injection tests.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-016,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Retryable operations shall converge without duplicate customer effect.,Forced timeout/replay tests.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-017,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"The system shall degrade safely when AI, reporting aggregates, IMAP or SMTP is unavailable.",Dependency failure scenarios.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-018,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Core customer records shall remain consistent after an abrupt worker/request termination.,Kill/restart and integrity check.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-019,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Full recovery-point objective shall be ≤24 hours; a ≤6-hour critical-delta snapshot is targeted if resource tests pass.,Backup timestamps and restore drill.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-020,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Recovery-time objective shall be ≤4 business hours after hosting access and a valid backup are available.,Timed quarterly restore exercise.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-021,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"No single backup shall be considered valid until readability, checksum and restore path are verified.",Backup verification record.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-022,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,The interface shall conform to WCAG 2.2 AA for applicable user journeys.,Automated scan plus manual checklist.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-023,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Core workflows shall work at 360 CSS-pixel viewport and 200% zoom without loss of function.,Responsive test evidence.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-024,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"Supported browsers shall be current and previous major versions of Chrome, Edge, Firefox and Safari at release.",Cross-browser test matrix.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-025,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Critical tasks shall be keyboard-operable with visible focus and logical order.,Manual keyboard test.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-026,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"Customer-visible and staff error messages shall be plain, actionable and non-disclosing.",Content review and error fixtures.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-027,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Dates/times shall be stored in UTC and displayed in configured company/user timezone.,Boundary test suite.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-028,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"Money shall use decimal types, explicit currency and deterministic rounding.",Unit/property tests.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-029,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"The initial interface shall be English but user-visible strings, status labels and templates shall support future localization.",Internationalization extraction check.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-030,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"Code shall use modular domain services, typed interfaces where valuable and documented invariants.",Architecture/lint review.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-031,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"Automated tests shall cover domain rules, authorization, integrations, workflows, migrations and critical browser journeys.",Requirement-to-test traceability.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-032,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"Database migrations shall be backward-safe where practical, reviewed and tested on a copy-sized dataset.",Migration timing and rollback/repair evidence.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-033,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Releases shall be reproducible from version control and locked dependencies.,Rebuild comparison and release manifest.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-034,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"Operational commands shall provide structured summary, exit code and durable run record.",Command contract tests.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-035,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"Logs and health metrics shall be sufficient to diagnose request, mailbox, queue, workflow and data failures without exposing secrets.",Incident simulation and log review.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-036,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Critical incidents shall appear in the admin work queue within one monitoring cron interval.,Synthetic incident test.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-037,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"Database, filesystem and inode use shall be measured and thresholded.",Capacity alert simulation.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-038,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"The system shall support at least seven daily, four weekly and six monthly application/provider backup references where storage permits.",Backup inventory view.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-039,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"User-facing records shall preserve audit attribution through user disable, merge, archive and migration.",Referential integrity tests.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-040,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Administrative configuration and workflow changes shall be discoverable and reversible for new behavior.,Configuration rollback exercise.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-041,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,"The product shall avoid runtime dependence on public CDNs, analytics, fonts, CAPTCHA, AI, queue or monitoring services.",Deployment network-dependency review.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-042,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,All official operational procedures shall be executable by a trained administrator using cPanel and application UI/commands.,Runbook rehearsal by non-developer admin.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-043,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,The application shall expose a version/build identifier and database/config compatibility status to authorized admins.,Release smoke test.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-044,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Archived records shall remain retrievable within 60 seconds for authorized single-record requests under normal load.,Archive retrieval test.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,NFR-045,NFR,Oghenemaro,non_functional_operations_governance,Capacity/performance budget review,Staff onboarding shall allow a trained new user to complete core role journeys after documented training without developer assistance.,UAT task-completion observation.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-001,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,"Production and staging shall be separate cPanel Python applications with separate databases, secrets, private files and mail behavior.",Isolation checklist and cross-environment credential test pass.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-002,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Production shall use Django production settings with DEBUG=False and deployment checks executed.,Automated `check --deploy` evidence stored per release.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-003,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Static assets shall be collected/versioned locally and served through approved cPanel web configuration.,Release smoke test loads assets with cache-busting paths.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-004,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Database charset/collation shall support utf8mb4 and consistent comparison rules.,Unicode fixture tests pass.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-005,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Database connections shall be conservative and bounded.,Load test shows no connection exhaustion.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-006,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Cron commands shall use absolute virtual-environment/application paths and environment-specific settings.,Manual run and scheduled run produce same result.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-007,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Cron schedules shall be staggered to avoid resource spikes.,Schedule review shows offsets and lock behavior.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-008,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Every scheduled command shall acquire a lease and exit safely if a prior instance remains active.,Overlap simulation results in one active executor.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-009,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,"A release shall have immutable identifier, commit, dependency lock, config version and migration list.",Release manifest archived.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-010,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Deployment shall use a documented maintenance and rollback procedure.,Rehearsal on staging passes.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-011,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Production code shall not be routinely edited through cPanel File Manager.,Release history maps files to commit.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-012,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Database migrations shall run once under deployment lock.,Migrations are timed and verified.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-013,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Rollback shall restore prior code/config and either backward-compatible schema or execute an approved repair plan.,Rollback rehearsal covers representative release.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-014,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Passenger/application restart shall be verified by build identifier and health checks.,Post-deploy request shows new release and successful DB/mail/job checks.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-015,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Maintenance mode shall preserve a safe staff/customer message and block writes during incompatible operations.,Maintenance-mode tests pass.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-016,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Application logs shall rotate by size/time and retain only approved duration.,Rotation/cleanup simulation preserves current logs.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-017,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,"System health shall record cron heartbeat, queue age/depth, mailbox status, DB/file/inode use, latest backup and error counts.",Synthetic failure appears within monitoring interval.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-018,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,"Administrative health checks shall distinguish dependency unavailable, degraded and healthy.",Stale evidence turns warning/critical.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-019,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Resource thresholds shall disable or defer non-essential jobs before hard host limits.,Capacity simulation verifies degradation order.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-020,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Provider daily backup shall be supplemented by application-managed logical backup/manifests.,Preflight selects and tests one method.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-021,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,"Application backups shall include database, configuration bundle, private-file manifest, model/template/workflow versions and release manifest.",Restore inventory can identify compatible set.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-022,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Backup jobs shall be bounded and scheduled outside peak mail/automation periods.,Representative backup stays within resource/time budget.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-023,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,"Backup retention shall enforce 7 daily, 4 weekly and 6 monthly where capacity permits.",Inventory/prune tests pass.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-024,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,A monthly encrypted offline copy is strongly recommended as a non-runtime governance exception.,Decision recorded before go-live.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-025,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Restore shall be documented from both provider backup and application logical backup.,Quarterly timed restore drill succeeds.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-026,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,"Restore verification shall reconcile record counts, checksums, critical invariants and sampled customer histories.",Signed restore report stored.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-027,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,"Housekeeping shall remove expired temp files, exports, stale sessions, old logs and superseded archive staging.",Dry-run and execute results are visible.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-028,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,Operations shall have severity definitions and named response owners.,Runbook and response exercise completed.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-029,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,"A support bundle shall collect sanitized release, health, queue, configuration and recent error metadata.",Security review validates redaction.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,OPS-030,OPS,Oghenemaro,operations_reliability_governance,Operations/runbook and recovery review,"Changes to hosting plan, Python/runtime, database engine, mail limits or cPanel capabilities shall trigger architecture compatibility review.",Review checklist attached to change record.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-001,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"A requirements traceability matrix shall map every P0/P1 requirement to design component, test case and acceptance result.",No mandatory requirement remains unmapped.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-002,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Domain unit tests shall cover state transitions, invariants, calculations, policy precedence and idempotency.",Critical domain rule mutation/branch review passes.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-003,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,Integration tests shall use the same database engine family and transaction semantics as production.,MySQL/MariaDB integration suite passes.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-004,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Authorization tests shall cover role, record scope, field scope, direct URL, search, aggregate, export, file and background-job paths.",No unauthorized data/count leakage.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-005,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Authentication tests shall cover invitation, MFA, recovery, lockout, session revocation, step-up and user deactivation.",Security acceptance suite passes.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-006,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Workflow contract tests shall cover every trigger, condition, action, exit and conflict type.",Engine contract suite passes.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-007,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Each of the 28 default workflows shall have positive, stop/exit, duplicate-event, retry and permission test cases.",Workflow acceptance pack approved.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-008,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Idempotency/failure-injection tests shall interrupt processing before/after job claim, transaction commit and email handoff.",No silent duplicate-send path.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-009,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,SMTP/IMAP integration tests shall use dedicated Truehost test mailboxes.,Production-account preflight test passes without customer recipients.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
S00,TST-010,TST,Oghenemaro,test_acceptance_governance,Requirement completeness and evidence review,"Public form and portal tests shall cover rate limiting, token tampering, abuse, CSRF, upload and IDOR.",Security and functional suites pass.,docs/test-evidence/s00-freeze-product-policy-and-company-configuration/review-evidence.md,Later build step implementation must preserve this S00 baseline and add executable tests before VERIFIED.,Not started,Mapped for S00 governance baseline
